Rank,School,Name,Adjusted Rating,Deviation,Matches,Rating,Hash
158,Texas,Gade & Stevenson,1153.1894114035508,88.33877363141289,22,1329.8669586663766,9a0bdb262217aa91602bd8ea105869b88ebb74bae06069c7a7c4cc2e713b66d8
159,Wyoming,Campbell & Hawley,1151.109102798096,82.76127553804744,34,1316.631653874191,2d5cb8a2696c8019322e70dcf3e6be2c2cee1374e0749f4a8f198eb08dc10cb7
160,Macalester,Costello & Winters,1150.914689808079,140.52727571863065,7,1431.9692412453403,07af3c0d4b13731e8c7a7309d9a57e193ef18d1cced6ca396ab90bea9cebc7b4
161,Kansas,Bath & Boyle,1149.7528765343748,134.26531390243585,8,1418.2835043392465,c283d4fecd9b2c14f3056238b400e5be51e968eb92eed48e086d85cf20b778ba
162,Emory,Stearns & Tai,1148.246669296806,80.01587232348938,36,1308.2784139437847,cc8e92a08a59fd831ef422e561aa4cb0228ad5e772beeefdcfafb1961ad91034
163,Kansas,LaPoint & Levin,1144.2517493051982,174.4957831776942,5,1493.2433156605866,345a3bdb7abda730b1491db5cf89e9fa34da0d8693e6ab27922a5bc120851134
164,Dartmouth,Guo & Hatton,1141.1854572254822,81.72895867047657,29,1304.6433745664353,5f21100d366495757a2b07a70983ccdd51317837df0e00447ed56aab4da80809
165,Harvard,Aoki & Levitan,1138.815649816248,162.70170123885484,6,1464.2190522939577,aa0f5da02a0b82a3af5d0dd10d2fc575cfbe0e5673b344c82a8636972accc61e
166,Michigan,Garvey & Joyce,1132.117634077157,114.42654917282186,14,1360.9707324228007,4239993ab95cbe35495d9e80a5d4eeebd7bda0ca9cef2d3f8702d2e69285159e
167,Missouri State,Cooper & Granger,1127.7785151701178,110.29984814175913,15,1348.378211453636,59a7f85ca0201aebf66b2921842e639fdacfbd4c14ed1bf89d524a3d0b76c8e6
168,MoState,DeAngelis & Neal,1126.1114532687911,110.09280704666483,13,1346.2970673621207,e6239ff5ab65241f1fa481451f39896ba67499adbdcbd78112b542fd5f19094e
169,Kansas State,Day & Robertson,1121.6241355858692,146.51871441547706,8,1414.6615644168235,1c3e52e1cef514f9341477a110db4f3fc7dd61e9c48dbdf9616f0bd97c853b7c
170,Dartmouth,Ben-Abdallah & Jones,1115.8021479103766,144.36806117526623,8,1404.538270260909,6e1a99cfd14b7fb21eeadb0daaa33242a2a1111ed95f9f6c7b79cba5bc229fb4
171,Cal State Fullerton,Martinez & Nworgu,1115.3763356239047,86.604422853457,27,1288.5851813308186,1092d38b0d3d619bab8da4ad50b5707b01b7f620a24a580c0fafc3d043458329
172,Emory,Cannaday & Feldman,1110.3881598666935,150.98257009785718,6,1412.353300062408,df3610bb9775ef4c75a923f0ef0ba3ca501d82088c5ef40a0e69c04c3b0ec342
173,Liberty,Koenig & Soares,1109.864749087854,166.07554975699668,6,1442.0158486018474,7912e16e02e83b9cfeed385eaa82902583e3956a10454bfae331260e1909098c
174,Emory,Cross & Stumpff,1105.9233582538805,148.80288350511276,7,1403.529125264106,65d06ebe773a45e74142aa8c7a3bdbe872391b664e2ad8279e3494779720409a
175,Kansas,Harker & Levin,1093.4071392189512,86.63545886870186,31,1266.678056956355,6f3fbba44c1bbcfa2c2102c66adcbe1ebe6b5f962e7467382137b7c0ee464167
176,Missouri State,Hahn & Neal,1093.3283246975316,103.38275316918995,19,1300.0938310359115,78543e44cd9ae431a2c026ab4859471c26b19a74bbcbf8f82c798654ce943626
177,Dartmouth,Brody & Goyal,1090.77460417465,93.42092311267203,29,1277.6164503999942,e3fbe73190374ad89df06ec18b6945b1e34a0cf49cf41ae4de7ad2898ecd6fab
178,Missouri State,Burns & Kimmerle,1090.4611765248017,115.7861259286321,13,1322.033428382066,dde6255e0600d5b5a4cb486d77d566e1041e7fbe9e5339d59b896a9ee93067b7
179,Kansas,Fordyce & Verma,1088.439155649334,117.95883809144966,12,1324.3568318322334,15123c2035acabae6d7c05c96cefec34d09d6dcd27d6e2caece6c69472599453
180,Wake Forest,Sampat & Williams,1082.20434532664,110.55289855063084,14,1303.3101424279016,2c86f862ad4a3633c03da53328ebdf29bf1467136cf991446b0ed3e97e490a47
181,Harvard,Bodet & Shen,1078.4148994131137,151.84632776718308,7,1382.10755494748,af297ae711d9630054f397f3a22dafbdc83c4dc0c1cb673c2f4d577bc09e145a
182,Michigan,Joyce & Ou,1076.5333569662043,138.20499146602174,8,1352.9433398982478,9a98efa330fd98adf5f012a0673af98245b410efb2ed9d0f95c35d9abbb6a512
183,Emory,So & Wang,1076.027226466651,112.21127816148001,15,1300.449782789611,7ccad23e088f12a8c1dfd24cf28c4550bfb1d86aaf7edd286c3d8ac22e843fbd
184,UTD,Khakoo & Ramirez,1074.6727793855348,95.61342654120328,21,1265.8996324679413,aea922e11940ef0a614878a8bc5092510374f4dad2640b7889e4d60f238b3b1b
185,Dartmouth,Guo & Morley,1072.2839772646828,141.41738811188807,8,1355.1187534884589,ea081fabc07df814b3233aec1e0627581211a908bd702e3da02dea7e6fda3396
186,North Texas,Bowman & Vargas,1072.2672121946605,153.91654743028244,6,1380.1003070552254,f10df5280cda97778a4d247f7de57b1396f957fca3b37438509687478f3ef9f0
187,Georgetown,Perez-Rubio & Valame,1064.3647621657983,117.22607183608817,13,1298.8169058379747,d40bfea6e520cab477e3b719c557955de3747c90b79daff88959bedfcfd554b3
188,New School,Team New School,1064.1537686406698,156.02198708160935,7,1376.1977428038886,00c82e29fea2bd03ed072f5fad6b09a32cb4ca7caeef1d28311547559695a772
189,West Georgia,Kennon & Missell,1063.9521371204496,97.89835761954186,19,1259.7488523595334,4baf69e0fcb65aa6ec6951ea6b1bfd905a27131c5b4a26c52306a6553ac66c45
190,Georgetown,Klingler & Li,1062.2137488126848,107.016323367068,18,1276.2463955468208,c6b19c2ccb1dffb55a35b3893e8c4a8dbf6e99b57ebc27fbf6338c1baf546a36
191,Emory,Wang & Yang,1059.799039194745,198.8700769701396,5,1457.5391931350243,9a14354263e70c2c69ba6646b83e126751c35553efb417cacaf856699001fef3
192,Harvard,Chen & Saneyoshi,1059.6164374317832,86.79411965491957,28,1233.2046767416223,28c785e9f1cea6e85e10c415e4e6de67b75d5ac5c29872769895e4bebfac8681
193,Dartmouth,Park & Tejavanija,1059.2403168641395,159.6919755718208,6,1378.624268007781,7c51c521f9868f988f35f9b5b2db12bd3173acc4c7d6338309fb542ef35aa4d8
194,Georgetown,Perez-Rubio & Tamfu,1058.4106740998327,144.21211394481304,7,1346.8349019894588,bd681300ca17a41f0a16c3e8963efa8cf3fcaa060dfe7f994d1e2788baddc8e7
195,Oklahoma,Ballinger & Smith,1057.578034335348,98.00642885255206,20,1253.5908920404522,1e6e9c1ee91e4fd276c4ffa95aad1dad7f7705b9cacba7c190adf78f4f0c5622
196,Missouri State,Cooper & Hahn,1055.7010960142638,153.57273836324154,6,1362.846572740747,6b90811d62359e16de8b77548ea99a5c56af056cf3fe4c27befa91d0610355e2
197,CSU Long Beach,Escobar & Saenz,1054.348263905248,92.81695784793986,23,1239.9821796011277,e206529d6a55cbec2e0d193f1abe1116f1e464d3beb4217e4dba3d6888ad2963
198,Gonzaga,Gibson & Weinhardt,1052.010761864109,167.90005403197821,6,1387.8108699280656,c8f0a699fe8fc0687f0f63ffe3c550fb180461cffad6632d856f2565caf9b9da
199,Cal State Fullerton,Catapang & Dominguez,1050.3760130113367,85.42878892319366,26,1221.233590857724,97e6299b14d2c78e026ffb462a787850dbc7affe405e865ed2a4e30ba2a653e4
200,UC Davis,Mijares & Shaikh,1048.1704201390155,140.1245208988892,8,1328.4194619367938,6b3f806656b8df2d0c04213daee19206dbcf61206a938e04e8d7b4035765c963
201,NYU,Khade & Khalif,1048.1425031812935,103.41434965103596,21,1254.9712024833655,d45c26648c4e3aa6a0ffc6c75611df559962e80e858863a67d2ecde95aa398e4
202,Georgia,Chapman & Lackey,1047.0867064336335,103.96184297532251,17,1255.0103923842785,1f7c0af35cfce9a858dc2c781605e3f6c70a5f2845040b34dda48c5c0e0e7ad8
203,Georgetown,Correa & Xiao,1046.212337650268,105.30000309969783,16,1256.8123438496636,e29730672946c393e2906ac478aec542d28646f964f5f9285bb9f62a47d3fb4a
204,Dartmouth,Ben-Abdallah & Park,1041.648603824694,165.71882447300723,5,1373.0862527707084,e4f73704c0ecf0f7e8d51f67cdc7527bdae66201cae041f83bcff91b372aad6b
205,Northwestern,Arceo & Hines,1039.6902607112947,144.54329125787982,8,1328.7768432270543,43d82e0ca3a3e2cc8252484d720274ee69fd057c422769ffe8aaed4890999ad6
206,Binghamton,Ramaswamy & Robinson,1038.5926525457435,163.07374801925238,6,1364.7401485842483,5f92975108ac63cb31a5744a62f3c5dff282ecd5d03ea85a7e91072ee0847e05
207,Purdue,Hansen & Hawksworth,1037.1293775197403,109.61092283147931,14,1256.351223182699,2baf391ec20b63e486f9f2a69d28b5ed0e32dd0a31576aee17cd84f53c463a0c
208,Minnesota,Herzer & Kathner,1036.7563088890138,116.660319879864,13,1270.0769486487418,6ae70c451494013accae305a48083a1b4c3b9618f6894bfddff35d4bcc25c976
209,Macalester,Durbin & Winters,1031.6559109859872,156.44459961383376,6,1344.5451102136547,6edd052a68249564356389adcd81abd329f869635acddada36ab708c7eeb5c3c
210,Emory,Pelli & Stearns,1020.5166231444784,145.20035078903163,8,1310.9173247225417,c8ad912b5d7467cfc9ad1c44036638cc35692bb37c6c65f7cd2372b1c998c958
211,Navy,Connor & Rea,1017.2522725908022,102.51679818110242,20,1222.2858689530071,a909137e961709acddacfa92bd1657f54e414b6830412f72c562f763aaecef1f
212,Northwestern,Heftman & Peltier,1014.8667033228745,82.57789664821992,40,1180.0224966193143,dc68d7ec3dfe64b91245e6a78dfdf30a0d19f2e515c550f066d1e29e472cfa02
213,Baylor,Li & LoCicero,1010.7486338007737,153.37025083592363,7,1317.489135472621,cff37bdb4cc4e5dbbcaafe14a43b4303babb5c7d9fd6bfb823a66721383f8a9b
214,Southern California,Huerto & Savdharia,1009.153005329431,172.31611375635515,5,1353.7852328421413,8db9cb2cc6decf08fdd8b0c747cadd64b05546b392ce4ee690e0a14f7c606235
215,Houston,Hendrix & Ibarra,1008.4057568132291,139.12083956102438,7,1286.6474359352778,363bbb1950bc2ecd3b75078234a42731ca47f147a8e5f643e2fa559e2e73ef9c
216,CSU Long Beach,Saenz & Smith,1007.1587936222982,139.52840960182073,8,1286.2156128259396,d4a8d13334fc34a539a1eb027658040bb303ed59adfec0d4d3dd2f5a18f5b364
217,UT San Antonio,Carrillo & Garza,1006.4812667782205,139.22420792889383,7,1284.9296826360082,b3cee6cb32b33eafa163687a21a9959aa9cf62ac1bd6fe824d501f1a5d2e3fc3
218,Central Oklahoma,Eckard & Walker,1005.4308849657158,140.18930205419764,7,1285.809489074111,63b7d1c9ced86dd2c303b44424e604cb4243388987b3064169534fb66835f215
219,Oklahoma,Davis & Toro,1004.5347501751183,95.92676803200182,21,1196.388286239122,d15ff3f1af1bf89422cfac7cd5304b68c281929e5f46de1751ed60bd21c7f56c
220,Indiana,Fish & Truemper,1001.9149521145811,82.28190184565614,40,1166.4787558058933,523398fee3c47263deb3c956dd05b15d650c3df156b872a84ed45ddb06345cf1
221,Binghamton,Bryen & Harshbarger,1000.0452493707623,164.2201751378262,7,1328.4855996464148,182951ca7657beedbcd71df211d393ec7d20dce00852d257ecbc4ce06368139a
222,George Mason,Reyes & Shananier,999.8199436045251,95.64210784797143,33,1191.104159300468,40a8fbec50f5f0706b840901c0a079c966923b6cd71707e79722174e7a5322f1
223,Kansas,Foust & Sharman,996.1125489395914,107.41138281304136,14,1210.9353145656742,968272dde8ff274c5ea6a62e7ade07c50e580fa7760636ae8c851d0cda51fa81
224,Navy,Lawrence & Satterfield,984.7766630026999,92.42796901469134,21,1169.6326010320827,c919581e493d7fea0a1842a282ff640d601404368540af72487efdfa8958f798
225,Western Kentucky,Ingram & Shockley,980.1168799455269,134.67449390891096,7,1249.4658677633488,fa425fd7cc799afb9bc9cdd23f76cc27ada45db8234a4911c54ed98d04815801
226,Baylor,Merriwether & Phillips,979.3250236497947,91.54473291115752,35,1162.4144894721098,ae807ca073378d8059a2e52b85f0b5ebc19980abbd2c2d5f0d13875ed1e1a3d8
227,Utah,Verbeck-O'Brien & Watrin,975.263858941602,140.48401571911307,7,1256.2318903798282,b48b5ddaa18a51f5d9a2996a9d7e5ca75320c243f79fffe6a5c7b97b10718dfc
228,Wake Forest,Dingley & Kampine,972.2052696604305,173.54198051885635,6,1319.2892306981432,eab0826f45403e0888e5681d43a2809c82a0f3f807476eff816ed938d1affda3
229,Trinity,Crowley & Khalikov,971.8102441975784,133.84702152565157,8,1239.5042872488816,72405d279e336f5b215ba7ae726b98ca8f602575056e88bebaea22d54cad8ee6
230,Iowa,Kleiman & Larsen,970.5990958919392,164.60383422810733,6,1299.8067643481538,a5bd84c3a617cf79243362942642388857efed2dbe3b767aab6ab159de1bd93b
231,Binghamton,Patel & Treulich,965.9781693241115,83.07010565288049,33,1132.1183806298725,901b53eb749ecf8b2b78a8e0e4bdf7c74397f2d16b1d6dc9b4098ce4ca24ea4c
232,Rochester,Ozcayir & Rahman,962.7879816387949,111.18494400787037,19,1185.1578696545357,ffe55c3c34e992bbe4f73fb7115b51bae6ad8f8ab64ea9a2550300dea75cfdf8
233,Dartmouth,Hatton & Park,962.6608465026848,142.18001212115226,8,1247.0208707449892,b0b88fd71b4c3a1643581998bc4e918a7b55236c562743f85cedc0f09c50055d
234,Cornell,Dye & Marcy,962.5776356507405,127.8008767118999,8,1218.1793890745403,f281534b417d65923be6ade1cd66e4426225865af1ecf0fab7e804c3671c6fb9
235,Southwestern,Figueroa & Munoz,962.3872414737332,141.1726255735202,7,1244.7324926207737,df6ca2e84c9964ac65f448599a8f91db364de6cf8b6c94fb35896bbd9821bc8a
236,North Texas,Paruchuri & Sharp,959.0733359499127,156.76070751639233,6,1272.5947509826974,8e4ce1255a2ff6bd6dd65b775f904520faedf12b06189c276f7131cbf468654d
237,Louisville,Johnson & Van Dyke,957.8072445888203,113.4507509932876,13,1184.7087465753955,5f83a958740a23e9a788671eb3cd15acad6547ca991e4904024519d688276be5
238,West Point,Anteen & Rowe,957.777401323772,161.18459380245633,7,1280.1465889286847,9c54eb06f6126faeaa01c0bbccd99751c4304ab9476d8ceac8625a1d61bc2284
239,Missouri State,Cowdrey-Mota & Neal,953.6164966109851,148.8897237111375,7,1251.39594403326,f1583a6e185d63e9da3088e470b53309cc82a888383a33ad393eb51d243475e4
240,Emory,Kibe & Wang,952.6044303040303,88.51157805246189,23,1129.6275864089541,9642687342e855149c26a393a4364425c304fda417f9b67fb68b0e3d7819f345
241,Emory,Aggarwal & Hu,952.1623968443662,155.59756958318414,8,1263.3575360107345,d4ed55f73ee332b309ff5c8af060fe281157248a2e6ef332c84c840c54f9701a
242,Southern Nazarene,Horton & Stockstill,950.913313866015,116.2069701233373,13,1183.3272541126896,790aced320915d4c5c17ae008ba3eaa3b05e6ed7aaeb8a518c0312cdd83e959c
243,Western Kentucky,Shockley & StPeter,947.4840654598064,158.67144480951612,6,1264.8269550788386,614db4be80eb9bb0c2a28e7e0d31769432807a84319da9146662adda800aaed1
244,Dartmouth,Gonzalez Arce & Hant,947.1272348570434,101.34633854919905,19,1149.8199119554415,b70571473663e817ec616051bf8b09bef1a3ff55116319a9e4e89a3c6cca2613
245,Kansas,Fordyce & Hefty,946.7992055504801,149.63020505328407,7,1246.0596156570482,615987e17d2c66b990980ca5afb23ebbc1f04a408257e1c654292951c37594dd
246,Central Oklahoma,Kagiri & Walker,943.7264728949622,151.4037391510732,6,1246.5339511971085,32ece54e7006327c1ab66f11a4394c8f635823cf0826b2c7d846c40deeb66425
247,Utah,Parrish & Powers,941.6436902562253,106.8393215620902,15,1155.3223333804058,0160135eca814c1647894eb8ca8be788298e2f37bd1d3b03531e9cc5b56b8bff
248,Wake Forest,Mbye & Sampat,934.8191844574576,116.42535590143585,14,1167.6698962603293,3e0e082a844d3bb3ac36f0fed37e1f9aea6cbd33478e88cde99de5f7b87f46d1
249,Indiana,Duggal & Jones,934.5568950174548,118.71507031899633,13,1171.9870356554475,c4d15daf4fcd02e52fc45d6bd744a0bb0b814130f3d577fdfdb8113fc8f4fe1d
250,West Point,MacDonnell & Peffers,924.9762598254206,164.73227087126156,6,1254.4408015679437,66ec16d53573269405ea95d29248ea7b4944a6d53c6d352926a0bbd3b40bcb81
251,Baylor,Li & Phillips,921.6990267497272,173.362153680773,5,1268.423334111273,7b9079c7e19090355cd246855d5721caa86dc3693bcc2fb1b2d05c70606b502b
252,Kentucky,Rushing & Schedler,920.7987648219148,99.23997720455296,18,1119.2787192310207,657b8a744b40458b794c3608f24db59d0df7815953068b53827b075872811f03
253,CSU Long Beach,Griffin & Tobias,919.8433061031026,149.07091733031905,6,1217.9851407637407,95ab08cee1aec975751fc6f9229035a758a2e2d2bd0ac66624f041aa4ca2a3bd
254,Binghamton,Gakhare & Guo,916.8277803147707,157.93131860006983,6,1232.6904175149105,25ee6d097b42aa2138efda59d6a33fd2a938a25665e03233c1161dacfab86fe9
255,Kansas,Lemaster & Verma,915.3322836385382,121.30517595678451,13,1157.9426355521073,52147e7639eb2b5a3d10710b390eb4d4c154dbc3d72eba4f50b3a118ba9df560
256,Dartmouth,Katyal & Rao,909.68538747777,141.09124904852996,8,1191.8678855748299,98929a9a6a58a935137b39776cd3598b74f3f23a4823ff04cbac8561626f3cfa
257,Southern California,Rueda & Wong,908.266341795776,164.1044068274996,5,1236.4751554507752,f9ebcca05289c43f505dc66431fe1053b8398235065b490dc96e597963808746
258,West Point,Opron & Song,904.7527778142646,111.94430747748319,14,1128.641392769231,2fc9e9aff1c345f61b0b5c6a8984a107c98f64dc18741a2d816f0341e0539ca0
259,Emory,Chen & Granchi,904.1534379068718,85.9595926807978,37,1076.0726232684674,249cfeb891c35cd76a2d1506b9e5e9406ada081b37fee586398011bf1d8500c3
260,Missouri State,Bates & DeAngelis,903.2466817661277,155.95933742490885,6,1215.1653566159455,7e490f020fe6f941bcb6ec87b2c8cfd3d8e629df255d95549323df845ff7f46f
261,Texas AandM University - College Station,Birkby & Cruz,902.9954638230417,162.88110131432134,7,1228.7576664516844,b3d87227816a2904b9b9b87bec672a44f2a19ff1b9c6766003cbd172bdd87d7a
262,North Texas,Hasper & Vazquez,897.6291610957221,117.36379894738401,13,1132.35675899049,a090895df0c7620ca74cb94e7ed90ec76ca1aa83cea9435f87511f787308efe2
263,West Point,Kang & Little,883.0125824824661,162.6288457282259,6,1208.2702739389179,06b19c21a0cd2ee1b1f44e2dda61e4d926b12152c923d85a728b64160b6ea817
264,Kansas,McConnell & Smith,869.6041421447123,163.63846081188458,5,1196.8810637684815,fd2e8e12dcb2c5821b2f74c1fdd9879838d517576f40af132d0e70e67110d8d7
265,Trinity,Barden & Khalikov,868.2617913219052,111.9271800146236,15,1092.1161513511524,d0f01eb681e3c0caf7bd67729565e4af87a0e80a57327b3cc6ffbb121be7b1ad
266,Houston,Hendrix & Macasaet,865.8998848401047,130.89091772125258,8,1127.6817202826098,69c1a612423f192be0d41a53dd90125102067f3cf6b81ce306a7f4c3a4af8f4f
267,Harvard,Lourenco & Synn,859.4575860483185,117.02695301315916,14,1093.5114920746369,cb27d239a5425438b7b59d6cd6ed1e640a392c7a4c0ca3caff379d14daec9d5a
268,Kansas State,Lewis & Williamson,855.4030252002999,123.53992067798468,13,1102.4828665562693,8a5593f27c0eb2f2da3d1f1f19812b027d8afa3b9cd460d7fcb352851cdaddcd
269,Northwestern,Martinez & Olorunsola,849.2545280954191,157.104967945314,6,1163.4644639860471,72310c2b914475ac358b0c4961f83f9d5ed01102d739f04be37c4c05bfdf1d22
270,Macalester,Costello & Durbin,848.3776458958912,114.85640767185042,14,1078.090461239592,159968ac28f36a56d6133015dd79cdb70c3025f4e99a261514e2b4dec2901980
271,Western Kentucky,Ingram & Puranik,845.4533394924729,132.2410633757902,13,1109.9354662440533,a820a9ebb66efd0e8344d5c44b3832c474add29060f33a6a0eeac8ea7e7b5931
272,UTD,Khakoo & Underwood,840.215542990296,164.8385364773363,6,1169.8926159449686,8f4c9fc05565fc0e6e40863fb791ff6df80da58dcef27b783774a1b7576ed443
273,Oklahoma,Bustos & Werner,835.1790830925604,122.15895394924326,13,1079.496990991047,c17fe10df62b32bec8008ab2bcbe41ca3062c9174a1b50df952966c1c9db12fa
274,Houston,Macasaet & Shehata,828.5638130143557,163.43844228528565,6,1155.440697584927,e70054317a33dd8dae4eebd456d4952a008afdf5daea90dec0a3aa438f388266
275,Kansas,Hernandez & Martinez,821.5253291350673,104.28554905686568,21,1030.0964272487986,5a133f3d1928d685f722fc627d841800f7d42127870410dffb67e2d51c664691
276,Georgetown,Correa & Wang,801.0496529893153,144.91955424825483,6,1090.888761485825,f3160ad9d3f81aa55e6fbbada316b54caee60ad68e4d3ed6537022937f1b6bbb
277,Northern Iowa,Chapman & Doyle,791.7818042715496,160.18659802799633,7,1112.1550003275422,c2ece1b8d459241c11ad777922142349e3be083cd71af2ba5ba112877e3a3b34
278,Louisville,Johnson & Naidugari,784.0229609353788,164.91125807664224,6,1113.8454770886633,2ebba3b1e4be3cc06a4066dc4409f809ff91ba81e075d34a5f726508b9bd95ac
279,Texas,Hamstra & Sutton,782.4595322090647,137.967010030064,7,1058.3935522691927,a76b649ca35c398779f5ae6aca70a65d1ae259534582f319e457499474d86f0d
280,Missouri State,Busenhart & Cowdrey-Mota,771.2778995878402,128.419070323253,12,1028.1160402343462,f425ba0b4a8966bad54145e7ed89840333c0ab43e0bc25af308c00578425cc33
281,Cornell,Dye & Vorontsova,765.5008955249986,195.87265074119142,5,1157.2461970073814,0c51c5b9dc21a9284a40c9df53524968aacf7969e3ed56077d33e16924ac396e
282,Oklahoma,Ballinger & Wright,758.3522787496902,123.28866967840922,13,1004.9296181065087,e018bbf0979d4a9289ff429311f125dd0c6d9aa26c7366dd146d00d7d52412e9
283,Wyoming,Hedrick & Pierson,757.426581579977,126.52718675470211,12,1010.4809550893813,dd66316a10dd43d897c10934990e289bc8017242ac123c220540c0319b140a9f
284,West Point,Freeman & Gerber,753.7966146737831,154.69909654878504,6,1063.1948077713532,c1cf7db30d488139aca7e753c26456c5aff229de33fe84999816bff6dbb4965b
285,Wyoming,Lyday & Willson,747.566974940595,123.47744101759892,13,994.5218569757927,c83f0f773ef1629f4d8e4576f6ff585305a6bd1993a4f7ba2f36b5f2e084c239
286,North Texas,Ganesh & Vargas,736.5952269887856,170.0251635656178,6,1076.6455541200212,ccd609b965b0e06c5ea2eab651fcea201f3685f4816f06278461cd3d37327837
287,Liberty,Lib/JMU KJ,735.2166593352276,187.82342006481574,5,1110.8634994648592,936895451db7298b7898cc90dd838003c32ab1dac84b72a7c53d4bbf433ce57b
288,Purdue,Ahmed & Hawksworth,734.7922421309968,173.6009301729646,6,1081.994102476926,062c5618f6a114e62db7e0845c91e2acdce857bdcea2173509743d35a6092a83
289,Northern Iowa,Miller & Van Buren,724.7767696174037,127.90612116071699,11,980.5890119388376,ebe2d651c347c1ff2f4c4c7e0ecf82c503fc7daa716801e441640d5676ca879c
290,Kansas State,Draeger & Spurlock,722.3302260081459,97.93237940237337,21,918.1949848128927,fe4e1989edcb266d3e1abc2f22c1d6179bfba6825e33f4eb6362100f503ec286
291,Minnesota,Brown & Munson,715.9830153030321,177.35616064827775,4,1070.6953365995876,6ec2cb96db9104eded85d88df83879f79bec8565509bbb86adae206fd6f3e6fb
292,Dartmouth,Johnson & Kirkpatrick,712.4002455449856,167.0490273644899,6,1046.4983002739655,51372940394b6c3ed63993f90a41afa6459113e050d0bf149398baef29e3b836
293,Louisville,Naidugari & Stevenson,698.3043021808471,170.3158517784988,6,1038.9360057378447,cfa428504a94a5590c4dd3df17740c707c7682bcc50987a7f1bd089baac3d909
294,Wake Forest,Kampine & Shakarov,684.6109423461226,153.7330758868849,7,992.0770941198923,8a245f50bff87128681576439bf3cae6392f059df07372557e2c631267c5726f
295,Texas AandM University - College Station,Langford & Sanchez,672.8251594828068,173.1866471315731,5,1019.1984537459531,899d442f759130559f219a9f80cd1c15e3e4532e1346f3cff92c44364e7d91a8
296,MoState,Bates & Hahn,663.799431850028,142.94954465580767,8,949.6985211616434,02fc3863f38c762eab2efdef41bc7322796c1f4939bc2ff0a51a02b5e3baea20
297,Dartmouth,Florence-Smith & Li,657.6544877008864,166.47583819539545,5,990.6061640916773,fbeb02da8457b190401b25f8f13ccc9fcbd6722f3fd16c6fde7a744382941f9f
298,James Madison,Kardos & Pinto,642.0717236031974,114.51512733328352,21,871.1019782697643,f831492d7129433a3577772f046025ca6c9cf5a7bd9255606a3a50f7faa44634
299,Suffolk,Israel & Ludka,627.0006772287734,177.11680230156892,5,981.2342818319112,18845ced6d4decf5820075b5f0d5f94f2e0b23b99275273387b450fa69baff45
300,Missouri State,DeAngelis & Lay,623.3747986633462,157.98823670296645,6,939.351272069279,9c3837afd60dd7930f7247d915aa9dc74e90a56137b378394478f5f2c01c3500
301,Oklahoma,Duncan & Fulkerson,567.3018841483067,122.04497372267768,13,811.3918315936621,1174c4fd8ff0e975a404abe620c57181f88ace54fc66e4220108bb0021a5ac17
302,Wake Forest,Nguyen & Sferrazza,562.7419561452485,182.62963848275405,5,928.0012331107566,7a123d047340388bbc76e4815ab086b43f1b91ae21ec54423f526c297e416dd2
303,Harvard,Facey & Kundu,512.0047983431164,126.99706142669832,19,765.998921196513,635f1479b3bb202d8f5d9abe6509d9a76b7e64304addc20f00e6834d24eb32dc
